block	gene	fisher	d_c	d_nc	nd_c	nd_nc	pymc3	logit	susie	varbvs
block59	gene_337	1.0	1	1421	1	1663	0.046	0.090909	0.0	0.073104
block59	gene_338	1.0	1	1421	1	1663	0.0465	0.090909	0.0	0.073104
block59	gene_339	1.0	1	1421	1	1663	0.0405	0.090909	0.0	0.073104
block59	gene_340	1.0	1	1421	1	1663	0.0435	0.090909	0.0	0.073104
block59	gene_341	1.0	1	1421	1	1663	0.05	0.090909	0.0	0.073104
block60	gene_342	0.460791	1	1421	0	1664	0.0795	1.0	1.0	0.264092
block61	gene_343	0.502914	0	1422	2	1662	0.0245	1.0	1.0	0.282207
block62	gene_344	0.502914	0	1422	2	1662	0.0295	0.165249	0.173158	0.120307
block62	gene_345	0.502914	0	1422	2	1662	0.032	0.165249	0.173158	0.120309
block62	gene_346	0.502914	0	1422	2	1662	0.021	0.165249	0.173158	0.120311
block62	gene_347	0.502914	0	1422	2	1662	0.0285	0.165249	0.173158	0.120313
block62	gene_348	1.0	1	1421	2	1662	0.038	0.173753	0.134209	0.092844
block62	gene_349	0.502914	0	1422	2	1662	0.023	0.165249	0.173158	0.122687
block63	gene_350	1.0	0	1422	1	1663	0.0285	0.333333	0.0	0.156938
block63	gene_351	1.0	0	1422	1	1663	0.03	0.333333	0.0	0.156937
block63	gene_352	1.0	0	1422	1	1663	0.025	0.333333	0.0	0.156937
block64	gene_353	0.597931	2	1420	1	1663	0.085	0.171162	0.0	0.108264
block64	gene_354	0.597931	2	1420	1	1663	0.0855	0.171162	0.0	0.108264
block64	gene_355	0.460791	1	1421	0	1664	0.075	0.219225	0.0	0.126244
block64	gene_356	0.460791	1	1421	0	1664	0.0615	0.219225	0.0	0.126244
block64	gene_357	0.460791	1	1421	0	1664	0.0765	0.219225	0.0	0.126244
block65	gene_358	1.0	0	1422	1	1663	0.034	0.455844	0.0	0.189785
block65	gene_359	1.0	1	1421	1	1663	0.048	0.544156	0.0	0.164953
block66	gene_360	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block67	gene_361	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block68	gene_362	0.212248	2	1420	0	1664	0.1535	1.0	1.0	0.304475
block69	gene_363	0.460791	1	1421	0	1664	0.0715	0.25	0.25	0.139935
block69	gene_364	0.460791	1	1421	0	1664	0.086	0.25	0.25	0.139935
block69	gene_365	0.460791	1	1421	0	1664	0.0645	0.25	0.25	0.139935
block69	gene_366	0.460791	1	1421	0	1664	0.0695	0.25	0.25	0.139935
block70	gene_367	1.0	0	1422	1	1663	0.038	1.0	0.0	0.257938
block71	gene_368	0.460791	1	1421	0	1664	0.0695	0.1	0.1	0.090416
block71	gene_369	0.460791	1	1421	0	1664	0.049	0.1	0.1	0.090416
block71	gene_370	0.460791	1	1421	0	1664	0.0755	0.1	0.1	0.090416
block71	gene_371	0.460791	1	1421	0	1664	0.063	0.1	0.1	0.090416
block71	gene_372	0.460791	1	1421	0	1664	0.069	0.1	0.1	0.090416
block71	gene_373	0.460791	1	1421	0	1664	0.0615	0.1	0.1	0.090416
block71	gene_374	0.460791	1	1421	0	1664	0.071	0.1	0.1	0.090416
block71	gene_375	0.460791	1	1421	0	1664	0.059	0.1	0.1	0.090416
block71	gene_376	0.460791	1	1421	0	1664	0.0705	0.1	0.1	0.090416
block71	gene_377	0.460791	1	1421	0	1664	0.0555	0.1	0.1	0.090416
block72	gene_378	1.0	1	1421	2	1662	0.031	1.0	0.0	0.219532
block73	gene_379	0.460791	1	1421	0	1664	0.0605	0.333333	0.333333	0.160784
block73	gene_380	0.460791	1	1421	0	1664	0.0665	0.333333	0.333333	0.160784
block73	gene_381	0.460791	1	1421	0	1664	0.081	0.333333	0.333333	0.160785
block74	gene_382	0.460791	1	1421	0	1664	0.083	1.0	1.0	0.264092
block75	gene_383	1.0	0	1422	1	1663	0.0325	0.026431	0.0	0.051828
block75	gene_384	1.0	0	1422	1	1663	0.031	0.026431	0.0	0.0505
block75	gene_385	0.502914	0	1422	2	1662	0.018	0.022059	0.0	0.05516
block75	gene_386	1.0	0	1422	1	1663	0.028	0.026431	0.0	0.050499
block75	gene_387	1.0	0	1422	1	1663	0.0305	0.026431	0.0	0.050499
block75	gene_388	1.0	0	1422	1	1663	0.0355	0.026431	0.0	0.050499
block75	gene_389	1.0	0	1422	1	1663	0.0395	0.026431	0.0	0.050499
block75	gene_390	1.0	0	1422	1	1663	0.029	0.026431	0.0	0.050499
block75	gene_391	1.0	0	1422	1	1663	0.035	0.026431	0.0	0.050498
block75	gene_392	1.0	0	1422	1	1663	0.032	0.026431	0.0	0.050498
block75	gene_393	1.0	0	1422	1	1663	0.0405	0.026431	0.0	0.050498
block75	gene_394	1.0	0	1422	1	1663	0.0325	0.026431	0.0	0.050498
block75	gene_395	1.0	0	1422	1	1663	0.036	0.026431	0.0	0.050498
block75	gene_396	1.0	0	1422	1	1663	0.034	0.026431	0.0	0.050498
block75	gene_397	1.0	0	1422	1	1663	0.0325	0.026431	0.0	0.050498
block75	gene_398	1.0	0	1422	1	1663	0.031	0.026431	0.0	0.050498
block75	gene_399	1.0	0	1422	1	1663	0.0415	0.026431	0.0	0.050498
block75	gene_400	1.0	0	1422	1	1663	0.0285	0.026431	0.0	0.050498
block75	gene_401	1.0	0	1422	1	1663	0.03	0.026431	0.0	0.050497
block75	gene_402	1.0	0	1422	1	1663	0.034	0.026431	0.0	0.050497
block75	gene_403	1.0	0	1422	1	1663	0.0335	0.026431	0.0	0.050497
block75	gene_404	1.0	0	1422	1	1663	0.0285	0.026431	0.0	0.050497
block75	gene_405	1.0	0	1422	1	1663	0.0325	0.026431	0.0	0.050497
block75	gene_406	1.0	0	1422	1	1663	0.0345	0.026431	0.0	0.050497
block75	gene_407	1.0	0	1422	1	1663	0.037	0.026431	0.0	0.050498
block75	gene_408	1.0	0	1422	1	1663	0.0315	0.026431	0.0	0.050498
block75	gene_409	1.0	0	1422	1	1663	0.0305	0.026431	0.0	0.050498
block75	gene_410	1.0	0	1422	1	1663	0.0355	0.026431	0.0	0.050498
block75	gene_411	1.0	0	1422	1	1663	0.0385	0.026431	0.0	0.050498
block75	gene_412	1.0	0	1422	1	1663	0.0345	0.026431	0.0	0.050498
block75	gene_413	1.0	0	1422	1	1663	0.031	0.026431	0.0	0.050498
block75	gene_414	1.0	0	1422	1	1663	0.034	0.026431	0.0	0.050498
block75	gene_415	1.0	0	1422	1	1663	0.0275	0.026431	0.0	0.050498
block75	gene_416	1.0	0	1422	1	1663	0.033	0.026431	0.0	0.050499
block75	gene_417	1.0	0	1422	1	1663	0.029	0.026431	0.0	0.050499
block75	gene_418	1.0	0	1422	1	1663	0.027	0.026431	0.0	0.050499
block75	gene_419	1.0	0	1422	1	1663	0.0295	0.026431	0.0	0.050499
block75	gene_420	1.0	0	1422	1	1663	0.0205	0.026431	0.0	0.050499
block76	gene_421	0.502914	0	1422	2	1662	0.0245	1.0	1.0	0.282207
block77	gene_422	0.212248	2	1420	0	1664	0.136	0.25	0.25	0.155806
block77	gene_423	0.212248	2	1420	0	1664	0.1135	0.25	0.25	0.155808
block77	gene_424	0.212248	2	1420	0	1664	0.111	0.25	0.25	0.155809
block77	gene_425	0.212248	2	1420	0	1664	0.126	0.25	0.25	0.15581
block78	gene_426	0.460791	1	1421	0	1664	0.0775	0.2	0.2	0.125611
block78	gene_427	0.460791	1	1421	0	1664	0.0745	0.2	0.2	0.125612
block78	gene_428	0.460791	1	1421	0	1664	0.0695	0.2	0.2	0.125612
block78	gene_429	0.460791	1	1421	0	1664	0.0615	0.2	0.2	0.125612
block78	gene_430	0.460791	1	1421	0	1664	0.065	0.2	0.2	0.125612
block79	gene_431	0.460791	1	1421	0	1664	0.0815	1.0	1.0	0.264092
block80	gene_432	0.097727	3	1419	0	1664	0.291	1.0	1.0	0.375304
block81	gene_433	0.460791	1	1421	0	1664	0.0735	0.25	0.25	0.139935
block81	gene_434	0.460791	1	1421	0	1664	0.084	0.25	0.25	0.139935
block81	gene_435	0.460791	1	1421	0	1664	0.0545	0.25	0.25	0.139935
block81	gene_436	0.460791	1	1421	0	1664	0.0785	0.25	0.25	0.139935
block82	gene_437	0.460791	1	1421	0	1664	0.064	0.125	0.125	0.100334
block82	gene_438	0.460791	1	1421	0	1664	0.067	0.125	0.125	0.100334
block82	gene_439	0.460791	1	1421	0	1664	0.064	0.125	0.125	0.100334
block82	gene_440	0.460791	1	1421	0	1664	0.066	0.125	0.125	0.100334
block82	gene_441	0.460791	1	1421	0	1664	0.076	0.125	0.125	0.100335
block82	gene_442	0.460791	1	1421	0	1664	0.0665	0.125	0.125	0.100335
block82	gene_443	0.460791	1	1421	0	1664	0.064	0.125	0.125	0.100334
block82	gene_444	0.460791	1	1421	0	1664	0.0625	0.125	0.125	0.100334
block83	gene_445	0.597931	2	1420	1	1663	0.0725	0.195368	0.0	0.098736
block83	gene_446	0.597931	2	1420	1	1663	0.072	0.195368	0.0	0.098735
block83	gene_447	1.0	1	1421	2	1662	0.034	0.109614	0.0	0.0944
block83	gene_448	0.763693	6	1416	5	1659	0.1875	0.116246	0.0	0.070511
block83	gene_449	0.423557	4	1418	2	1662	0.17	0.220234	0.0	0.09968
block83	gene_450	0.666882	3	1419	2	1662	0.0935	0.16317	0.0	0.087543
block84	gene_451	0.502914	0	1422	2	1662	0.0245	1.0	1.0	0.282207
block85	gene_452	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block86	gene_453	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block87	gene_454	0.460791	1	1421	0	1664	0.0715	0.333333	0.333333	0.160784
block87	gene_455	0.460791	1	1421	0	1664	0.0655	0.333333	0.333333	0.160784
block87	gene_456	0.460791	1	1421	0	1664	0.0775	0.333333	0.333333	0.160785
block88	gene_457	1.0	1	1421	1	1663	0.053	0.229554	0.0	0.135601
block88	gene_458	0.460791	1	1421	0	1664	0.0685	0.385223	0.0	0.160823
block88	gene_459	0.460791	1	1421	0	1664	0.07	0.385223	0.0	0.160822
block89	gene_460	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block90	gene_461	1.0	1	1421	1	1663	0.0405	1.0	0.0	0.2254
block91	gene_462	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block92	gene_463	1.0	2	1420	3	1661	0.049	1.0	0.0	0.195462
block93	gene_464	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block94	gene_465	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block95	gene_466	1.0	0	1422	1	1663	0.0305	0.125	0.0	0.098163
block95	gene_467	1.0	0	1422	1	1663	0.0345	0.125	0.0	0.098163
block95	gene_468	1.0	0	1422	1	1663	0.0385	0.125	0.0	0.098163
block95	gene_469	1.0	0	1422	1	1663	0.041	0.125	0.0	0.098163
block95	gene_470	1.0	0	1422	1	1663	0.029	0.125	0.0	0.098162
block95	gene_471	1.0	0	1422	1	1663	0.026	0.125	0.0	0.098162
block95	gene_472	1.0	0	1422	1	1663	0.0345	0.125	0.0	0.098163
block95	gene_473	1.0	0	1422	1	1663	0.0355	0.125	0.0	0.098163
block96	gene_474	1.0	3	1419	4	1660	0.058	0.279426	0.0	0.104413
block96	gene_475	1.0	1	1421	2	1662	0.0465	0.336787	0.0	0.130775
block96	gene_476	1.0	0	1422	1	1663	0.0345	0.383787	0.0	0.156194
block97	gene_477	0.212248	2	1420	0	1664	0.153	1.0	1.0	0.304475
block98	gene_478	0.460791	1	1421	0	1664	0.081	0.5	0.5	0.194803
block98	gene_479	0.460791	1	1421	0	1664	0.0695	0.5	0.5	0.194803
block99	gene_480	1.0	0	1422	1	1663	0.038	1.0	0.0	0.257938
block100	gene_481	0.460791	1	1421	0	1664	0.081	0.5	0.5	0.194803
block100	gene_482	0.460791	1	1421	0	1664	0.0695	0.5	0.5	0.194803
block101	gene_483	0.460791	1	1421	0	1664	0.08	1.0	1.0	0.264092
block102	gene_484	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block103	gene_485	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block104	gene_486	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block105	gene_487	0.212248	2	1420	0	1664	0.0975	0.050981	0.042298	0.06811
block105	gene_488	0.212248	2	1420	0	1664	0.107	0.050981	0.042298	0.068111
block105	gene_489	0.460791	1	1421	0	1664	0.0565	0.034612	0.036122	0.058952
block105	gene_490	0.460791	1	1421	0	1664	0.055	0.034612	0.036122	0.058953
block105	gene_491	0.460791	1	1421	0	1664	0.057	0.034612	0.036122	0.058953
block105	gene_492	0.460791	1	1421	0	1664	0.053	0.034612	0.036122	0.058953
block105	gene_493	0.460791	1	1421	0	1664	0.048	0.034612	0.036122	0.058954
block105	gene_494	0.460791	1	1421	0	1664	0.048	0.034612	0.036122	0.058954
block105	gene_495	0.460791	1	1421	0	1664	0.0675	0.034612	0.036122	0.058954
block105	gene_496	0.460791	1	1421	0	1664	0.053	0.034612	0.036122	0.058955
block105	gene_497	0.460791	1	1421	0	1664	0.0535	0.034612	0.036122	0.058955
block105	gene_498	0.460791	1	1421	0	1664	0.061	0.034612	0.036122	0.058955
block105	gene_499	0.460791	1	1421	0	1664	0.07	0.034612	0.036122	0.058956
block105	gene_500	0.460791	1	1421	0	1664	0.0595	0.034612	0.036122	0.058956
block105	gene_501	0.460791	1	1421	0	1664	0.063	0.034612	0.036122	0.058956
block105	gene_502	0.460791	1	1421	0	1664	0.055	0.034612	0.036122	0.058957
block105	gene_503	0.460791	1	1421	0	1664	0.0565	0.034612	0.036122	0.058957
block105	gene_504	0.460791	1	1421	0	1664	0.0605	0.034612	0.036122	0.058957
block105	gene_505	0.460791	1	1421	0	1664	0.052	0.034612	0.036122	0.058957
block105	gene_506	0.460791	1	1421	0	1664	0.0515	0.034612	0.036122	0.058957
block105	gene_507	0.460791	1	1421	0	1664	0.0545	0.034612	0.036122	0.058958
block105	gene_508	0.460791	1	1421	0	1664	0.0615	0.034612	0.036122	0.058958
block105	gene_509	0.212248	2	1420	0	1664	0.1185	0.050981	0.042298	0.068599
block105	gene_510	0.212248	2	1420	0	1664	0.1075	0.050981	0.042298	0.068599
block105	gene_511	0.460791	1	1421	0	1664	0.061	0.034612	0.036122	0.058957
block105	gene_512	0.460791	1	1421	0	1664	0.07	0.034612	0.036122	0.061455
block105	gene_513	0.460791	1	1421	0	1664	0.075	0.034612	0.036122	0.061455
block106	gene_514	0.212248	2	1420	0	1664	0.1315	0.5	0.5	0.221418
block106	gene_515	0.212248	2	1420	0	1664	0.123	0.5	0.5	0.22142
block107	gene_516	0.212248	2	1420	0	1664	0.153	1.0	1.0	0.304475
block108	gene_517	0.212248	2	1420	0	1664	0.128	0.297812	0.28311	0.160333
block108	gene_518	0.212248	2	1420	0	1664	0.1225	0.297812	0.28311	0.160335
block108	gene_519	0.460791	1	1421	0	1664	0.073	0.202188	0.21689	0.139635
block108	gene_520	0.460791	1	1421	0	1664	0.067	0.202188	0.21689	0.139635
block109	gene_521	1.0	0	1422	1	1663	0.038	0.5	0.0	0.190094
block109	gene_522	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block110	gene_523	0.212248	2	1420	0	1664	0.114	0.333333	0.333333	0.180651
block110	gene_524	0.212248	2	1420	0	1664	0.1225	0.333333	0.333333	0.180653
block110	gene_525	0.212248	2	1420	0	1664	0.1395	0.333333	0.333333	0.180654
block111	gene_526	1.0	0	1422	1	1663	0.034	0.333333	0.0	0.156938
block111	gene_527	1.0	0	1422	1	1663	0.0275	0.333333	0.0	0.156937
block111	gene_528	1.0	0	1422	1	1663	0.0335	0.333333	0.0	0.156937
block112	gene_529	0.460791	1	1421	0	1664	0.076	0.2	0.2	0.125611
block112	gene_530	0.460791	1	1421	0	1664	0.0665	0.2	0.2	0.125612
block112	gene_531	0.460791	1	1421	0	1664	0.078	0.2	0.2	0.125612
block112	gene_532	0.460791	1	1421	0	1664	0.0605	0.2	0.2	0.125612
block112	gene_533	0.460791	1	1421	0	1664	0.0705	0.2	0.2	0.125612
block113	gene_534	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block114	gene_535	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block115	gene_536	0.502914	0	1422	2	1662	0.0245	1.0	1.0	0.282207
block116	gene_537	1.0	0	1422	1	1663	0.027	0.360622	0.0	0.156181
block116	gene_538	1.0	5	1417	5	1659	0.1145	0.278756	0.0	0.09521
block116	gene_539	1.0	0	1422	1	1663	0.042	0.360622	0.0	0.156181
block117	gene_540	0.502914	0	1422	2	1662	0.0245	1.0	1.0	0.282207
block118	gene_541	1.0	1	1421	1	1663	0.0405	1.0	0.0	0.2254
block119	gene_542	0.460791	1	1421	0	1664	0.08	1.0	1.0	0.264092
block120	gene_543	1.0	0	1422	1	1663	0.035	0.5	0.0	0.190876
block120	gene_544	1.0	0	1422	1	1663	0.0335	0.5	0.0	0.190876
block121	gene_545	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block122	gene_546	0.226932	1	1421	5	1659	0.025	0.5	0.5	0.206754
block122	gene_547	0.226932	1	1421	5	1659	0.0255	0.5	0.5	0.206767
block123	gene_548	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block124	gene_549	0.460791	1	1421	0	1664	0.085	0.333333	0.333333	0.160784
block124	gene_550	0.460791	1	1421	0	1664	0.0625	0.333333	0.333333	0.160784
block124	gene_551	0.460791	1	1421	0	1664	0.08	0.333333	0.333333	0.160785
block125	gene_552	0.460791	1	1421	0	1664	0.08	0.28794	0.307521	0.160744
block125	gene_553	0.460791	1	1421	0	1664	0.061	0.28794	0.307521	0.160745
block125	gene_554	0.212248	2	1420	0	1664	0.1565	0.424119	0.384957	0.18733
block126	gene_555	0.212248	2	1420	0	1664	0.114	0.333333	0.333333	0.180651
block126	gene_556	0.212248	2	1420	0	1664	0.1225	0.333333	0.333333	0.180653
block126	gene_557	0.212248	2	1420	0	1664	0.1395	0.333333	0.333333	0.180654
block127	gene_558	1.0	0	1422	1	1663	0.034	0.333333	0.0	0.156938
block127	gene_559	1.0	0	1422	1	1663	0.0275	0.333333	0.0	0.156937
block127	gene_560	1.0	0	1422	1	1663	0.0335	0.333333	0.0	0.156937
block128	gene_561	0.460791	1	1421	0	1664	0.044	0.00415	0.003494	0.059082
block128	gene_562	0.020695	5	1417	0	1664	0.076	0.025303	0.02595	0.070215
block128	gene_563	0.020695	5	1417	0	1664	0.0745	0.025303	0.02595	0.070217
block128	gene_564	0.020695	5	1417	0	1664	0.089	0.025303	0.02595	0.070219
block128	gene_565	0.020695	5	1417	0	1664	0.0965	0.025303	0.02595	0.070221
block128	gene_566	0.020695	5	1417	0	1664	0.082	0.025303	0.02595	0.070224
block128	gene_567	0.009518	6	1416	0	1664	0.0975	0.042954	0.042875	0.078196
block128	gene_568	0.009518	6	1416	0	1664	0.114	0.042954	0.042875	0.078201
block128	gene_569	0.009518	6	1416	0	1664	0.112	0.042954	0.042875	0.078207
block128	gene_570	0.009518	6	1416	0	1664	0.1015	0.042954	0.042875	0.078212
block128	gene_571	0.009518	6	1416	0	1664	0.0975	0.042954	0.042875	0.078217
block128	gene_572	0.009518	6	1416	0	1664	0.0955	0.042954	0.042875	0.078221
block128	gene_573	0.009518	6	1416	0	1664	0.1105	0.042954	0.042875	0.078225
block128	gene_574	0.009518	6	1416	0	1664	0.0985	0.042954	0.042875	0.078228
block128	gene_575	0.009518	6	1416	0	1664	0.0995	0.042954	0.042875	0.07823
block128	gene_576	0.009518	6	1416	0	1664	0.1205	0.042954	0.042875	0.078231
block128	gene_577	0.009518	6	1416	0	1664	0.106	0.042954	0.042875	0.078231
block128	gene_578	0.009518	6	1416	0	1664	0.108	0.042954	0.042875	0.07823
block128	gene_579	0.009518	6	1416	0	1664	0.103	0.042954	0.042875	0.078229
block128	gene_580	0.009518	6	1416	0	1664	0.1015	0.042954	0.042875	0.078226
block128	gene_581	0.009518	6	1416	0	1664	0.1075	0.042954	0.042875	0.078223
block128	gene_582	0.009518	6	1416	0	1664	0.0895	0.042954	0.042875	0.078219
block128	gene_583	0.009518	6	1416	0	1664	0.112	0.042954	0.042875	0.078214
block128	gene_584	0.009518	6	1416	0	1664	0.099	0.042954	0.042875	0.078209
block128	gene_585	0.009518	6	1416	0	1664	0.0995	0.042954	0.042875	0.078204
block128	gene_586	0.009518	6	1416	0	1664	0.1225	0.042954	0.042875	0.078199
block128	gene_587	0.212248	2	1420	0	1664	0.05	0.006113	0.005765	0.060015
block128	gene_588	0.460791	1	1421	0	1664	0.0395	0.00415	0.003494	0.0594
block129	gene_589	0.460791	1	1421	0	1664	0.08	1.0	1.0	0.264092
block130	gene_590	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block131	gene_591	0.097727	3	1419	0	1664	0.223	0.333333	0.333333	0.210303
block131	gene_592	0.097727	3	1419	0	1664	0.2155	0.333333	0.333333	0.210308
block131	gene_593	0.097727	3	1419	0	1664	0.204	0.333333	0.333333	0.210313
block132	gene_594	1.0	3	1419	4	1660	0.049	0.5	0.0	0.126974
block132	gene_595	1.0	3	1419	4	1660	0.0485	0.5	0.0	0.126973
block133	gene_596	1.0	0	1422	1	1663	0.0385	0.206843	0.19954	0.122627
block133	gene_597	1.0	0	1422	1	1663	0.0325	0.206843	0.19954	0.122627
block133	gene_598	1.0	0	1422	1	1663	0.027	0.206843	0.19954	0.122628
block133	gene_599	1.0	0	1422	1	1663	0.0275	0.206843	0.19954	0.122628
block133	gene_600	0.502914	0	1422	2	1662	0.03	0.172628	0.201838	0.134891
block134	gene_601	0.460791	1	1421	0	1664	0.081	0.5	0.5	0.194803
block134	gene_602	0.460791	1	1421	0	1664	0.0695	0.5	0.5	0.194803
block135	gene_603	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block136	gene_604	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block137	gene_605	1.0	0	1422	1	1663	0.038	0.5	0.0	0.190094
block137	gene_606	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block138	gene_607	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block139	gene_608	1.0	0	1422	1	1663	0.039	0.333333	0.0	0.156938
block139	gene_609	1.0	0	1422	1	1663	0.0285	0.333333	0.0	0.156937
block139	gene_610	1.0	0	1422	1	1663	0.031	0.333333	0.0	0.156937
block140	gene_611	1.0	0	1422	1	1663	0.038	0.249797	0.0	0.157294
block140	gene_612	0.460791	1	1421	0	1664	0.0665	0.500406	0.0	0.160801
block140	gene_613	1.0	0	1422	1	1663	0.0375	0.249797	0.0	0.157294
block141	gene_614	1.0	1	1421	1	1663	0.049	0.25	0.0	0.117601
block141	gene_615	1.0	1	1421	1	1663	0.0445	0.25	0.0	0.117601
block141	gene_616	1.0	1	1421	1	1663	0.053	0.25	0.0	0.117601
block141	gene_617	1.0	1	1421	1	1663	0.042	0.25	0.0	0.117601
block142	gene_618	0.460791	1	1421	0	1664	0.081	0.5	0.5	0.194803
block142	gene_619	0.460791	1	1421	0	1664	0.0695	0.5	0.5	0.194803
block143	gene_620	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block144	gene_621	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block145	gene_622	0.460791	1	1421	0	1664	0.0775	0.359614	0.0	0.162098
block145	gene_623	0.460791	1	1421	0	1664	0.0735	0.359614	0.0	0.162098
block145	gene_624	0.597931	2	1420	1	1663	0.0945	0.280772	0.0	0.139993
block146	gene_625	1.0	1	1421	1	1663	0.049	1.0	0.0	0.2254
block147	gene_626	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block148	gene_627	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block149	gene_628	0.212248	2	1420	0	1664	0.1315	0.5	0.5	0.221418
block149	gene_629	0.212248	2	1420	0	1664	0.123	0.5	0.5	0.22142
block150	gene_630	0.460791	1	1421	0	1664	0.07	0.111111	0.111111	0.094945
block150	gene_631	0.460791	1	1421	0	1664	0.0595	0.111111	0.111111	0.094946
block150	gene_632	0.460791	1	1421	0	1664	0.059	0.111111	0.111111	0.094946
block150	gene_633	0.460791	1	1421	0	1664	0.082	0.111111	0.111111	0.094946
block150	gene_634	0.460791	1	1421	0	1664	0.0605	0.111111	0.111111	0.094947
block150	gene_635	0.460791	1	1421	0	1664	0.069	0.111111	0.111111	0.094947
block150	gene_636	0.460791	1	1421	0	1664	0.062	0.111111	0.111111	0.094946
block150	gene_637	0.460791	1	1421	0	1664	0.0645	0.111111	0.111111	0.094946
block150	gene_638	0.460791	1	1421	0	1664	0.0685	0.111111	0.111111	0.094946
block151	gene_639	1.0	0	1422	1	1663	0.038	0.5	0.0	0.190094
block151	gene_640	1.0	0	1422	1	1663	0.0405	0.5	0.0	0.190094
block152	gene_641	0.460791	1	1421	0	1664	0.081	0.5	0.5	0.194803
block152	gene_642	0.460791	1	1421	0	1664	0.0695	0.5	0.5	0.194803
block153	gene_643	0.502914	0	1422	2	1662	0.0335	0.454918	0.524908	0.20861
block153	gene_644	1.0	0	1422	1	1663	0.0455	0.545082	0.475092	0.190334
block154	gene_645	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block155	gene_646	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block156	gene_647	0.502914	0	1422	2	1662	0.0305	0.5	0.5	0.205755
block156	gene_648	0.502914	0	1422	2	1662	0.035	0.5	0.5	0.205756
block157	gene_649	0.397751	8	1414	14	1650	0.0505	0.389271	0.0	0.119832
block157	gene_650	0.629361	1	1421	3	1661	0.0245	0.610729	0.0	0.168429
block158	gene_651	1.0	0	1422	1	1663	0.036	0.5	0.0	0.190094
block158	gene_652	1.0	0	1422	1	1663	0.026	0.5	0.0	0.190094
block159	gene_653	0.502914	0	1422	2	1662	0.022	0.211708	0.104768	0.141446
block159	gene_654	0.502914	0	1422	2	1662	0.03	0.211708	0.104768	0.141446
block159	gene_655	0.033994	0	1422	6	1658	0.019	0.288292	0.395232	0.269355
block159	gene_656	0.033994	0	1422	6	1658	0.0305	0.288292	0.395232	0.269395
block160	gene_657	0.460791	1	1421	0	1664	0.08	1.0	1.0	0.264092
block161	gene_658	1.0	0	1422	1	1663	0.0305	1.0	0.0	0.257938
block162	gene_659	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block163	gene_660	0.212248	2	1420	0	1664	0.153	1.0	1.0	0.304475
block164	gene_661	0.460791	1	1421	0	1664	0.077	1.0	1.0	0.264092
block165	gene_662	0.460791	1	1421	0	1664	0.081	0.5	0.5	0.194803
block165	gene_663	0.460791	1	1421	0	1664	0.0695	0.5	0.5	0.194803
block166	gene_664	0.460791	1	1421	0	1664	0.0735	0.5	0.5	0.194803
block166	gene_665	0.460791	1	1421	0	1664	0.072	0.5	0.5	0.194803
block167	gene_666	0.460791	1	1421	0	1664	0.0765	1.0	1.0	0.264092
block168	gene_667	1.0	0	1422	1	1663	0.029	0.25	0.0	0.136653
block168	gene_668	1.0	0	1422	1	1663	0.031	0.25	0.0	0.136653
block168	gene_669	1.0	0	1422	1	1663	0.0265	0.25	0.0	0.136652
block168	gene_670	1.0	0	1422	1	1663	0.0315	0.25	0.0	0.136652
block169	gene_671	0.460791	1	1421	0	1664	0.062	0.114724	0.0	0.084329
block169	gene_672	0.597931	2	1420	1	1663	0.086	0.089572	0.0	0.071421
block169	gene_673	0.597931	2	1420	1	1663	0.074	0.089572	0.0	0.07142
block169	gene_674	0.597931	2	1420	1	1663	0.071	0.089572	0.0	0.07142
block169	gene_675	1.0	4	1418	4	1660	0.082	0.047829	0.0	0.051247
block169	gene_676	1.0	4	1418	4	1660	0.0745	0.047829	0.0	0.051247
